dataset,project,model,n_instances,n_features,minority_class_percentage,repeat,fold,precision,recall,f1_score,g_mean,accuracy,auc,mcc,PD,PF
Promise,xalan-2.7,KNN,740,20,0.010810810810810811,3,4,0.9864864864864865,1.0,0.9931972789115646,0.0,0.9864864864864865,0.7294520547945206,0.0,1.0,1.0
Promise,xalan-2.7,Dummy,740,20,0.010810810810810811,3,5,0.9864864864864865,1.0,0.9931972789115646,0.0,0.9864864864864865,0.5,0.0,1.0,1.0
Promise,xalan-2.7,LogisticRegression,740,20,0.010810810810810811,3,5,0.9847328244274809,0.8835616438356164,0.9314079422382672,0.0,0.8716216216216216,0.702054794520548,-0.042162599859794626,0.8835616438356164,1.0
Promise,xalan-2.7,GaussianNB,740,20,0.010810810810810811,3,5,1.0,0.8835616438356164,0.9381818181818182,0.9399795975634878,0.8851351351351351,0.9417808219178082,0.3049696523013425,0.8835616438356164,0.0
Promise,xalan-2.7,DecisionTree,740,20,0.010810810810810811,3,5,0.993103448275862,0.9863013698630136,0.9896907216494846,0.7022468831767834,0.9797297297297297,0.7465753424657534,0.39843023739448435,0.9863013698630136,0.5
Promise,xalan-2.7,RandomForest,740,20,0.010810810810810811,3,5,0.9864864864864865,1.0,0.9931972789115646,0.0,0.9864864864864865,0.8972602739726028,0.0,1.0,1.0
Promise,xalan-2.7,KNN,740,20,0.010810810810810811,3,5,0.9864864864864865,1.0,0.9931972789115646,0.0,0.9864864864864865,0.4897260273972603,0.0,1.0,1.0
Promise,xerces-1.4,Dummy,490,20,0.22857142857142856,1,1,0.8,0.7894736842105263,0.7947019867549668,0.5011947448335864,0.6836734693877551,0.5538277511961722,0.10598876186153085,0.7894736842105263,0.6818181818181818
Promise,xerces-1.4,LogisticRegression,490,20,0.22857142857142856,1,1,0.9375,0.7894736842105263,0.8571428571428571,0.8036995796652298,0.7959183673469388,0.8720095693779905,0.5326551444933665,0.7894736842105263,0.18181818181818182
Promise,xerces-1.4,GaussianNB,490,20,0.22857142857142856,1,1,0.9534883720930233,0.5394736842105263,0.6890756302521008,0.7003075196009032,0.6224489795918368,0.8032296650717702,0.3771616737001224,0.5394736842105263,0.09090909090909091
Promise,xerces-1.4,DecisionTree,490,20,0.22857142857142856,1,1,0.9066666666666666,0.8947368421052632,0.9006622516556292,0.7810555978225571,0.8469387755102041,0.8014354066985645,0.5676287024139763,0.8947368421052632,0.3181818181818182
Promise,xerces-1.4,RandomForest,490,20,0.22857142857142856,1,1,0.9125,0.9605263157894737,0.9358974358974359,0.8092615808378003,0.8979591836734694,0.8851674641148325,0.6921574515954033,0.9605263157894737,0.3181818181818182
Promise,xerces-1.4,KNN,490,20,0.22857142857142856,1,1,0.8717948717948718,0.8947368421052632,0.8831168831168831,0.6985973643751898,0.8163265306122449,0.7858851674641149,0.4557192548696913,0.8947368421052632,0.45454545454545453
Promise,xerces-1.4,Dummy,490,20,0.22857142857142856,1,2,0.7866666666666666,0.7763157894736842,0.7814569536423841,0.4601331199101815,0.6632653061224489,0.5245215311004784,0.04828376929247516,0.7763157894736842,0.7272727272727273
Promise,xerces-1.4,LogisticRegression,490,20,0.22857142857142856,1,2,0.953125,0.8026315789473685,0.8714285714285714,0.8325754129097365,0.8163265306122449,0.923444976076555,0.5840332981944982,0.8026315789473685,0.13636363636363635
Promise,xerces-1.4,GaussianNB,490,20,0.22857142857142856,1,2,0.8979591836734694,0.5789473684210527,0.704,0.6688560540599386,0.6224489795918368,0.8325358851674641,0.2934695928267111,0.5789473684210527,0.22727272727272727
Promise,xerces-1.4,DecisionTree,490,20,0.22857142857142856,1,2,0.9066666666666666,0.8947368421052632,0.9006622516556292,0.7810555978225571,0.8469387755102041,0.8077153110047847,0.5676287024139763,0.8947368421052632,0.3181818181818182
Promise,xerces-1.4,RandomForest,490,20,0.22857142857142856,1,2,0.9240506329113924,0.9605263157894737,0.9419354838709677,0.8358017667494101,0.9081632653061225,0.9282296650717703,0.7259209958066503,0.9605263157894737,0.2727272727272727
Promise,xerces-1.4,KNN,490,20,0.22857142857142856,1,2,0.8987341772151899,0.9342105263157895,0.9161290322580645,0.7710367096679006,0.8673469387755102,0.86872009569378,0.602198808695256,0.9342105263157895,0.36363636363636365
Promise,xerces-1.4,Dummy,490,20,0.22857142857142856,1,3,0.7333333333333333,0.7236842105263158,0.7284768211920529,0.25649458802128855,0.5816326530612245,0.4072966507177034,-0.18253620098374757,0.7236842105263158,0.9090909090909091
Promise,xerces-1.4,LogisticRegression,490,20,0.22857142857142856,1,3,0.9682539682539683,0.8026315789473685,0.8776978417266187,0.8542043501237482,0.826530612244898,0.9288277511961722,0.61976140561806,0.8026315789473685,0.09090909090909091
Promise,xerces-1.4,GaussianNB,490,20,0.22857142857142856,1,3,0.9777777777777777,0.5789473684210527,0.7272727272727273,0.7433919416750282,0.6632653061224489,0.8803827751196172,0.44668619035812596,0.5789473684210527,0.045454545454545456
Promise,xerces-1.4,DecisionTree,490,20,0.22857142857142856,1,3,0.9565217391304348,0.868421052631579,0.9103448275862069,0.8660254037844386,0.8673469387755102,0.8803827751196172,0.6691750452126956,0.868421052631579,0.13636363636363635
Promise,xerces-1.4,RandomForest,490,20,0.22857142857142856,1,3,0.9466666666666667,0.9342105263157895,0.9403973509933775,0.8742734509211898,0.9081632653061225,0.9491626794258373,0.7407436801211433,0.9342105263157895,0.18181818181818182
Promise,xerces-1.4,KNN,490,20,0.22857142857142856,1,3,0.918918918918919,0.8947368421052632,0.9066666666666666,0.8066707527543578,0.8571428571428571,0.8531698564593302,0.60352285617369,0.8947368421052632,0.2727272727272727
Promise,xerces-1.4,Dummy,490,20,0.22857142857142856,1,4,0.7435897435897436,0.7733333333333333,0.7581699346405228,0.31759969335216826,0.6224489795918368,0.4518840579710145,-0.10119317890772461,0.7733333333333333,0.8695652173913043
Promise,xerces-1.4,LogisticRegression,490,20,0.22857142857142856,1,4,0.95,0.76,0.8444444444444444,0.8129388446970603,0.7857142857142857,0.9049275362318839,0.5476055638385267,0.76,0.13043478260869565
Promise,xerces-1.4,GaussianNB,490,20,0.22857142857142856,1,4,0.9787234042553191,0.6133333333333333,0.7540983606557377,0.7659416862050705,0.6938775510204082,0.8915942028985507,0.4834203752124869,0.6133333333333333,0.043478260869565216
Promise,xerces-1.4,DecisionTree,490,20,0.22857142857142856,1,4,0.9420289855072463,0.8666666666666667,0.9027777777777778,0.8461335763255748,0.8571428571428571,0.8718840579710145,0.6432055916567448,0.8666666666666667,0.17391304347826086
Promise,xerces-1.4,RandomForest,490,20,0.22857142857142856,1,4,0.9594594594594594,0.9466666666666667,0.9530201342281879,0.9072973083819336,0.9285714285714286,0.9385507246376812,0.8044269730241782,0.9466666666666667,0.13043478260869565
Promise,xerces-1.4,KNN,490,20,0.22857142857142856,1,4,0.8961038961038961,0.92,0.9078947368421053,0.7745966692414834,0.8571428571428571,0.896231884057971,0.5909729366542156,0.92,0.34782608695652173
Promise,xerces-1.4,Dummy,490,20,0.22857142857142856,1,5,0.7692307692307693,0.8,0.7843137254901961,0.41702882811414954,0.6632653061224489,0.508695652173913,0.018287923898986376,0.8,0.782608695652174
Promise,xerces-1.4,LogisticRegression,490,20,0.22857142857142856,1,5,0.9333333333333333,0.7466666666666667,0.8296296296296296,0.785373538007806,0.7653061224489796,0.8713043478260869,0.49818996047188246,0.7466666666666667,0.17391304347826086
Promise,xerces-1.4,GaussianNB,490,20,0.22857142857142856,1,5,0.9333333333333333,0.56,0.7,0.6978227007909176,0.6326530612244898,0.750144927536232,0.36532506193119874,0.56,0.13043478260869565
Promise,xerces-1.4,DecisionTree,490,20,0.22857142857142856,1,5,0.9154929577464789,0.8666666666666667,0.8904109589041096,0.8003622368308787,0.8367346938775511,0.8246376811594203,0.5746596239226973,0.8666666666666667,0.2608695652173913
Promise,xerces-1.4,RandomForest,490,20,0.22857142857142856,1,5,0.9230769230769231,0.96,0.9411764705882353,0.8423569417956406,0.9081632653061225,0.942608695652174,0.7351745407392523,0.96,0.2608695652173913
Promise,xerces-1.4,KNN,490,20,0.22857142857142856,1,5,0.8589743589743589,0.8933333333333333,0.8758169934640523,0.6827056148309746,0.8061224489795918,0.8356521739130434,0.4364717837224748,0.8933333333333333,0.4782608695652174
Promise,xerces-1.4,Dummy,490,20,0.22857142857142856,2,1,0.7466666666666667,0.7368421052631579,0.7417218543046358,0.3169833889962083,0.6020408163265306,0.4366028708133971,-0.12483120841469188,0.7368421052631579,0.8636363636363636
Promise,xerces-1.4,LogisticRegression,490,20,0.22857142857142856,2,1,0.9701492537313433,0.8552631578947368,0.9090909090909091,0.8817663872718715,0.8673469387755102,0.93122009569378,0.6857952440829312,0.8552631578947368,0.09090909090909091
Promise,xerces-1.4,GaussianNB,490,20,0.22857142857142856,2,1,0.9777777777777777,0.5789473684210527,0.7272727272727273,0.7433919416750282,0.6632653061224489,0.8827751196172249,0.44668619035812596,0.5789473684210527,0.045454545454545456
Promise,xerces-1.4,DecisionTree,490,20,0.22857142857142856,2,1,0.9358974358974359,0.9605263157894737,0.948051948051948,0.8615247415964182,0.9183673469387755,0.8717105263157895,0.7591193022693499,0.9605263157894737,0.22727272727272727
Promise,xerces-1.4,RandomForest,490,20,0.22857142857142856,2,1,0.96,0.9473684210526315,0.9536423841059603,0.9045340337332909,0.9285714285714286,0.9461722488038278,0.798448672690199,0.9473684210526315,0.13636363636363635
Promise,xerces-1.4,KNN,490,20,0.22857142857142856,2,1,0.935064935064935,0.9473684210526315,0.9411764705882353,0.8556035391861949,0.9081632653061225,0.8863636363636364,0.7322398163275062,0.9473684210526315,0.22727272727272727
Promise,xerces-1.4,Dummy,490,20,0.22857142857142856,2,2,0.7866666666666666,0.7763157894736842,0.7814569536423841,0.4601331199101815,0.6632653061224489,0.5245215311004784,0.04828376929247516,0.7763157894736842,0.7272727272727273
Promise,xerces-1.4,LogisticRegression,490,20,0.22857142857142856,2,2,0.9615384615384616,0.6578947368421053,0.78125,0.7733602811121825,0.7142857142857143,0.9043062200956938,0.47403413168626635,0.6578947368421053,0.09090909090909091
Promise,xerces-1.4,GaussianNB,490,20,0.22857142857142856,2,2,0.9743589743589743,0.5,0.6608695652173913,0.6908492797077574,0.6020408163265306,0.8319377990430622,0.38746916460820985,0.5,0.045454545454545456
Promise,xerces-1.4,DecisionTree,490,20,0.22857142857142856,2,2,0.92,0.9078947368421053,0.9139072847682119,0.8125805076050698,0.8673469387755102,0.8220693779904307,0.6253336949830319,0.9078947368421053,0.2727272727272727
Promise,xerces-1.4,RandomForest,490,20,0.22857142857142856,2,2,0.9135802469135802,0.9736842105263158,0.9426751592356688,0.8147856148006815,0.9081632653061225,0.9425837320574163,0.7223130269761243,0.9736842105263158,0.3181818181818182
Promise,xerces-1.4,KNN,490,20,0.22857142857142856,2,2,0.9166666666666666,0.868421052631579,0.8918918918918919,0.7947194142390264,0.8367346938775511,0.854066985645933,0.5629739241812718,0.868421052631579,0.2727272727272727
Promise,xerces-1.4,Dummy,490,20,0.22857142857142856,2,3,0.8,0.7894736842105263,0.7947019867549668,0.5011947448335864,0.6836734693877551,0.5538277511961722,0.10598876186153085,0.7894736842105263,0.6818181818181818
Promise,xerces-1.4,LogisticRegression,490,20,0.22857142857142856,2,3,0.9365079365079365,0.7763157894736842,0.8489208633093526,0.796973941929617,0.7857142857142857,0.9028110047846889,0.5176830564574384,0.7763157894736842,0.18181818181818182
Promise,xerces-1.4,GaussianNB,490,20,0.22857142857142856,2,3,0.9245283018867925,0.6447368421052632,0.7596899224806202,0.7263001870593784,0.6836734693877551,0.8421052631578947,0.3875954162972976,0.6447368421052632,0.18181818181818182
Promise,xerces-1.4,DecisionTree,490,20,0.22857142857142856,2,3,0.9315068493150684,0.8947368421052632,0.912751677852349,0.8314971796756814,0.8673469387755102,0.8412081339712918,0.6388731312961244,0.8947368421052632,0.22727272727272727
Promise,xerces-1.4,RandomForest,490,20,0.22857142857142856,2,3,0.9342105263157895,0.9342105263157895,0.9342105263157895,0.8496410725436419,0.8979591836734694,0.9105861244019139,0.7069377990430622,0.9342105263157895,0.22727272727272727
Promise,xerces-1.4,KNN,490,20,0.22857142857142856,2,3,0.9041095890410958,0.868421052631579,0.8859060402684564,0.7694837640638655,0.826530612244898,0.8495813397129187,0.5266696064448338,0.868421052631579,0.3181818181818182
Promise,xerces-1.4,Dummy,490,20,0.22857142857142856,2,4,0.7948717948717948,0.8266666666666667,0.8104575163398693,0.5015916694867956,0.7040816326530612,0.5655072463768116,0.13776902670569735,0.8266666666666667,0.6956521739130435
Promise,xerces-1.4,LogisticRegression,490,20,0.22857142857142856,2,4,0.9516129032258065,0.7866666666666666,0.8613138686131386,0.8270779715446983,0.8061224489795918,0.9118840579710145,0.5769056363400089,0.7866666666666666,0.13043478260869565
Promise,xerces-1.4,GaussianNB,490,20,0.22857142857142856,2,4,0.9347826086956522,0.5733333333333334,0.7107438016528925,0.7060812450686402,0.6428571428571429,0.8800000000000001,0.37611289308107443,0.5733333333333334,0.13043478260869565
Promise,xerces-1.4,DecisionTree,490,20,0.22857142857142856,2,4,0.9571428571428572,0.8933333333333333,0.9241379310344827,0.8813691588675533,0.8877551020408163,0.9139130434782609,0.7157037683692681,0.8933333333333333,0.13043478260869565
Promise,xerces-1.4,RandomForest,490,20,0.22857142857142856,2,4,0.9342105263157895,0.9466666666666667,0.9403973509933775,0.8607378028281268,0.9081632653061225,0.951304347826087,0.7407436801211433,0.9466666666666667,0.21739130434782608
Promise,xerces-1.4,KNN,490,20,0.22857142857142856,2,4,0.8674698795180723,0.96,0.9113924050632911,0.7077213895435062,0.8571428571428571,0.8672463768115942,0.5670505791818269,0.96,0.4782608695652174
Promise,xerces-1.4,Dummy,490,20,0.22857142857142856,2,5,0.717948717948718,0.7466666666666667,0.7320261437908496,0.18017704658458034,0.5816326530612245,0.39507246376811594,-0.2206742817144356,0.7466666666666667,0.9565217391304348
Promise,xerces-1.4,LogisticRegression,490,20,0.22857142857142856,2,5,0.8955223880597015,0.8,0.8450704225352113,0.746003846592251,0.7755102040816326,0.8568115942028985,0.4517033555054608,0.8,0.30434782608695654
Promise,xerces-1.4,GaussianNB,490,20,0.22857142857142856,2,5,0.9090909090909091,0.6666666666666666,0.7692307692307693,0.7223151185146152,0.6938775510204082,0.7623188405797101,0.3836998065718257,0.6666666666666666,0.21739130434782608
Promise,xerces-1.4,DecisionTree,490,20,0.22857142857142856,2,5,0.9436619718309859,0.8933333333333333,0.9178082191780822,0.8590523933339302,0.8775510204081632,0.8794202898550725,0.6824426730029353,0.8933333333333333,0.17391304347826086
Promise,xerces-1.4,RandomForest,490,20,0.22857142857142856,2,5,0.922077922077922,0.9466666666666667,0.9342105263157895,0.836486787060941,0.8979591836734694,0.9501449275362318,0.7083292645004428,0.9466666666666667,0.2608695652173913
Promise,xerces-1.4,KNN,490,20,0.22857142857142856,2,5,0.8554216867469879,0.9466666666666667,0.8987341772151899,0.6728696925768063,0.8367346938775511,0.7910144927536231,0.5001781883757871,0.9466666666666667,0.5217391304347826
Promise,xerces-1.4,Dummy,490,20,0.22857142857142856,3,1,0.8133333333333334,0.8026315789473685,0.8079470198675497,0.5402462667229955,0.7040816326530612,0.5831339712918661,0.16369375443058654,0.8026315789473685,0.6363636363636364
Promise,xerces-1.4,LogisticRegression,490,20,0.22857142857142856,3,1,0.9552238805970149,0.8421052631578947,0.8951048951048951,0.8528028654224418,0.8469387755102041,0.9192583732057417,0.6332068763833011,0.8421052631578947,0.13636363636363635
Promise,xerces-1.4,GaussianNB,490,20,0.22857142857142856,3,1,0.9298245614035088,0.6973684210526315,0.7969924812030075,0.7553635963424673,0.7244897959183674,0.8492822966507177,0.4360735778090652,0.6973684210526315,0.18181818181818182
Promise,xerces-1.4,DecisionTree,490,20,0.22857142857142856,3,1,0.9178082191780822,0.881578947368421,0.8993288590604027,0.8007173817014663,0.8469387755102041,0.8235645933014354,0.5827713688704792,0.881578947368421,0.2727272727272727
Promise,xerces-1.4,RandomForest,490,20,0.22857142857142856,3,1,0.9230769230769231,0.9473684210526315,0.935064935064935,0.8300573566392896,0.8979591836734694,0.9336124401913874,0.6984392927894181,0.9473684210526315,0.2727272727272727
Promise,xerces-1.4,KNN,490,20,0.22857142857142856,3,1,0.8641975308641975,0.9210526315789473,0.89171974522293,0.6786208925382962,0.826530612244898,0.8666267942583732,0.46396749178028424,0.9210526315789473,0.5
Promise,xerces-1.4,Dummy,490,20,0.22857142857142856,3,2,0.7866666666666666,0.7763157894736842,0.7814569536423841,0.4601331199101815,0.6632653061224489,0.5245215311004784,0.04828376929247516,0.7763157894736842,0.7272727272727273
Promise,xerces-1.4,LogisticRegression,490,20,0.22857142857142856,3,2,0.9838709677419355,0.8026315789473685,0.8840579710144928,0.8752989919786562,0.8367346938775511,0.9395933014354068,0.6553427119244877,0.8026315789473685,0.045454545454545456
Promise,xerces-1.4,GaussianNB,490,20,0.22857142857142856,3,2,0.9574468085106383,0.5921052631578947,0.7317073170731707,0.7336739820667777,0.6632653061224489,0.8436004784688995,0.41859290705589386,0.5921052631578947,0.09090909090909091
Promise,xerces-1.4,DecisionTree,490,20,0.22857142857142856,3,2,0.9014084507042254,0.8421052631578947,0.8707482993197279,0.7577352304240824,0.8061224489795918,0.8002392344497608,0.4892996590941933,0.8421052631578947,0.3181818181818182
Promise,xerces-1.4,RandomForest,490,20,0.22857142857142856,3,2,0.935064935064935,0.9473684210526315,0.9411764705882353,0.8556035391861949,0.9081632653061225,0.9485645933014354,0.7322398163275062,0.9473684210526315,0.22727272727272727
Promise,xerces-1.4,KNN,490,20,0.22857142857142856,3,2,0.8625,0.9078947368421053,0.8846153846153846,0.6737561639206373,0.8163265306122449,0.8507775119617225,0.4395264264320904,0.9078947368421053,0.5
Promise,xerces-1.4,Dummy,490,20,0.22857142857142856,3,3,0.8,0.7894736842105263,0.7947019867549668,0.5011947448335864,0.6836734693877551,0.5538277511961722,0.10598876186153085,0.7894736842105263,0.6818181818181818
Promise,xerces-1.4,LogisticRegression,490,20,0.22857142857142856,3,3,0.9322033898305084,0.7236842105263158,0.8148148148148148,0.7694837640638656,0.7448979591836735,0.8809808612440191,0.4619040304408396,0.7236842105263158,0.18181818181818182
Promise,xerces-1.4,GaussianNB,490,20,0.22857142857142856,3,3,0.9148936170212766,0.5657894736842105,0.6991869918699187,0.6803812609758453,0.6224489795918368,0.7996411483253588,0.32068812211203324,0.5657894736842105,0.18181818181818182
Promise,xerces-1.4,DecisionTree,490,20,0.22857142857142856,3,3,0.9333333333333333,0.9210526315789473,0.9271523178807947,0.8436364667546546,0.8877551020408163,0.853468899521531,0.6830386875520876,0.9210526315789473,0.22727272727272727
Promise,xerces-1.4,RandomForest,490,20,0.22857142857142856,3,3,0.9125,0.9605263157894737,0.9358974358974359,0.8092615808378003,0.8979591836734694,0.9061004784688995,0.6921574515954033,0.9605263157894737,0.3181818181818182
Promise,xerces-1.4,KNN,490,20,0.22857142857142856,3,3,0.8765432098765432,0.9342105263157895,0.9044585987261147,0.7138412834730354,0.8469387755102041,0.8283492822966507,0.5285538755792443,0.9342105263157895,0.45454545454545453
Promise,xerces-1.4,Dummy,490,20,0.22857142857142856,3,4,0.782051282051282,0.8133333333333334,0.7973856209150327,0.4606233961095314,0.6836734693877551,0.5371014492753623,0.07802847530234186,0.8133333333333334,0.7391304347826086
Promise,xerces-1.4,LogisticRegression,490,20,0.22857142857142856,3,4,0.9242424242424242,0.8133333333333334,0.8652482269503546,0.7978231252166328,0.8061224489795918,0.8991304347826087,0.5385817188657214,0.8133333333333334,0.21739130434782608
Promise,xerces-1.4,GaussianNB,490,20,0.22857142857142856,3,4,0.96,0.64,0.768,0.7644264687247273,0.7040816326530612,0.8553623188405798,0.4688654205725729,0.64,0.08695652173913043
Promise,xerces-1.4,DecisionTree,490,20,0.22857142857142856,3,4,0.9452054794520548,0.92,0.9324324324324325,0.8717797887081347,0.8979591836734694,0.8826086956521739,0.7253582631271511,0.92,0.17391304347826086
Promise,xerces-1.4,RandomForest,490,20,0.22857142857142856,3,4,0.9487179487179487,0.9866666666666667,0.9673202614379085,0.9028136373405732,0.9489795918367347,0.9657971014492754,0.8546556435459632,0.9866666666666667,0.17391304347826086
Promise,xerces-1.4,KNN,490,20,0.22857142857142856,3,4,0.8933333333333333,0.8933333333333333,0.8933333333333333,0.7632880816914239,0.8367346938775511,0.8020289855072464,0.5455072463768116,0.8933333333333333,0.34782608695652173
Promise,xerces-1.4,Dummy,490,20,0.22857142857142856,3,5,0.7435897435897436,0.7733333333333333,0.7581699346405228,0.31759969335216826,0.6224489795918368,0.4518840579710145,-0.10119317890772461,0.7733333333333333,0.8695652173913043
Promise,xerces-1.4,LogisticRegression,490,20,0.22857142857142856,3,5,0.9482758620689655,0.7333333333333333,0.8270676691729323,0.7985494095046904,0.7653061224489796,0.888695652173913,0.5198700487296963,0.7333333333333333,0.13043478260869565
Promise,xerces-1.4,GaussianNB,490,20,0.22857142857142856,3,5,0.8947368421052632,0.4533333333333333,0.6017699115044248,0.6119581306128618,0.5408163265306123,0.8133333333333335,0.24304409002778074,0.4533333333333333,0.17391304347826086
Promise,xerces-1.4,DecisionTree,490,20,0.22857142857142856,3,5,0.9264705882352942,0.84,0.8811188811188811,0.8107967096306115,0.826530612244898,0.8165217391304348,0.5725252538014451,0.84,0.21739130434782608
Promise,xerces-1.4,RandomForest,490,20,0.22857142857142856,3,5,0.9324324324324325,0.92,0.9261744966442953,0.8485281374238571,0.8877551020408163,0.9431884057971014,0.6924470818929715,0.92,0.21739130434782608
Promise,xerces-1.4,KNN,490,20,0.22857142857142856,3,5,0.88,0.88,0.88,0.7318826230435066,0.8163265306122449,0.8356521739130435,0.48869565217391303,0.88,0.391304347826087
ReLink,Apache,Dummy,194,26,0.4948453608247423,1,1,0.5714285714285714,0.6,0.5853658536585366,0.5619514869490163,0.5641025641025641,0.5631578947368422,0.1266495173722607,0.6,0.47368421052631576
ReLink,Apache,LogisticRegression,194,26,0.4948453608247423,1,1,0.7692307692307693,0.5,0.6060606060606061,0.6488856845230502,0.6666666666666666,0.7631578947368421,0.36273812505500586,0.5,0.15789473684210525
ReLink,Apache,GaussianNB,194,26,0.4948453608247423,1,1,0.0,0.0,0.0,0.0,0.48717948717948717,0.7421052631578948,0.0,0.0,0.0
ReLink,Apache,DecisionTree,194,26,0.4948453608247423,1,1,0.6428571428571429,0.45,0.5294117647058824,0.5758289219624358,0.5897435897435898,0.5868421052631578,0.19468501647301403,0.45,0.2631578947368421
ReLink,Apache,RandomForest,194,26,0.4948453608247423,1,1,0.7368421052631579,0.7,0.717948717948718,0.7181848464596078,0.717948717948718,0.7026315789473684,0.4368421052631579,0.7,0.2631578947368421
ReLink,Apache,KNN,194,26,0.4948453608247423,1,1,0.7368421052631579,0.7,0.717948717948718,0.7181848464596078,0.717948717948718,0.8039473684210526,0.4368421052631579,0.7,0.2631578947368421
ReLink,Apache,Dummy,194,26,0.4948453608247423,1,2,0.47619047619047616,0.5,0.4878048780487805,0.45883146774112354,0.46153846153846156,0.4605263157894737,-0.07915594835766294,0.5,0.5789473684210527
ReLink,Apache,LogisticRegression,194,26,0.4948453608247423,1,2,0.7,0.7,0.7,0.6920602346769048,0.6923076923076923,0.7894736842105263,0.38421052631578945,0.7,0.3157894736842105
ReLink,Apache,GaussianNB,194,26,0.4948453608247423,1,2,0.5,0.95,0.6551724137931034,0.0,0.48717948717948717,0.7473684210526316,-0.15811388300841897,0.95,1.0
ReLink,Apache,DecisionTree,194,26,0.4948453608247423,1,2,0.6875,0.55,0.6111111111111112,0.6366028258614133,0.6410256410256411,0.6407894736842106,0.2914813620788802,0.55,0.2631578947368421
ReLink,Apache,RandomForest,194,26,0.4948453608247423,1,2,0.7222222222222222,0.65,0.6842105263157895,0.6920602346769048,0.6923076923076923,0.8052631578947368,0.38786414695254845,0.65,0.2631578947368421
ReLink,Apache,KNN,194,26,0.4948453608247423,1,2,0.6666666666666666,0.7,0.6829268292682927,0.6649099662043687,0.6666666666666666,0.7223684210526315,0.33245498310218435,0.7,0.3684210526315789
ReLink,Apache,Dummy,194,26,0.4948453608247423,1,3,0.42857142857142855,0.45,0.43902439024390244,0.40717253552297766,0.41025641025641024,0.40921052631578947,-0.18205868122262478,0.45,0.631578947368421
ReLink,Apache,LogisticRegression,194,26,0.4948453608247423,1,3,0.8125,0.65,0.7222222222222222,0.7398435111918139,0.7435897435897436,0.7921052631578948,0.5000643551261523,0.65,0.15789473684210525
ReLink,Apache,GaussianNB,194,26,0.4948453608247423,1,3,0.0,0.0,0.0,0.0,0.48717948717948717,0.8763157894736842,0.0,0.0,0.0
ReLink,Apache,DecisionTree,194,26,0.4948453608247423,1,3,0.7058823529411765,0.6,0.6486486486486487,0.6649099662043687,0.6666666666666666,0.6710526315789475,0.33953329668134963,0.6,0.2631578947368421
ReLink,Apache,RandomForest,194,26,0.4948453608247423,1,3,0.7894736842105263,0.75,0.7692307692307693,0.7694837640638655,0.7692307692307693,0.8368421052631579,0.5394736842105263,0.75,0.21052631578947367
ReLink,Apache,KNN,194,26,0.4948453608247423,1,3,0.7142857142857143,0.75,0.7317073170731707,0.7163503994113789,0.717948717948718,0.8092105263157895,0.4353577159671462,0.75,0.3157894736842105
ReLink,Apache,Dummy,194,26,0.4948453608247423,1,4,0.6190476190476191,0.6842105263157895,0.65,0.6407232755171874,0.6410256410256411,0.6421052631578946,0.28496141408758663,0.6842105263157895,0.4
ReLink,Apache,LogisticRegression,194,26,0.4948453608247423,1,4,0.875,0.7368421052631579,0.8,0.8143450710459553,0.8205128205128205,0.8368421052631578,0.6471421066338442,0.7368421052631579,0.1
ReLink,Apache,GaussianNB,194,26,0.4948453608247423,1,4,0.47368421052631576,0.9473684210526315,0.631578947368421,0.0,0.46153846153846156,0.7289473684210527,-0.16643566632465154,0.9473684210526315,1.0
ReLink,Apache,DecisionTree,194,26,0.4948453608247423,1,4,0.6363636363636364,0.7368421052631579,0.6829268292682927,0.6649099662043687,0.6666666666666666,0.6921052631578948,0.33953329668134963,0.7368421052631579,0.4
ReLink,Apache,RandomForest,194,26,0.4948453608247423,1,4,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5893796917545019,0.5897435897435898,0.7131578947368421,0.17894736842105263,0.5789473684210527,0.4
ReLink,Apache,KNN,194,26,0.4948453608247423,1,4,0.631578947368421,0.631578947368421,0.631578947368421,0.6407232755171874,0.6410256410256411,0.731578947368421,0.28157894736842104,0.631578947368421,0.35
ReLink,Apache,Dummy,194,26,0.4948453608247423,1,5,0.38095238095238093,0.42105263157894735,0.4,0.36464227527765836,0.3684210526315789,0.3684210526315789,-0.26462806201248157,0.42105263157894735,0.6842105263157895
ReLink,Apache,LogisticRegression,194,26,0.4948453608247423,1,5,0.75,0.7894736842105263,0.7692307692307693,0.7627040392731284,0.7631578947368421,0.7700831024930748,0.5270462766947298,0.7894736842105263,0.2631578947368421
ReLink,Apache,GaussianNB,194,26,0.4948453608247423,1,5,0.0,0.0,0.0,0.0,0.47368421052631576,0.7202216066481993,-0.1643989873053573,0.0,0.05263157894736842
ReLink,Apache,DecisionTree,194,26,0.4948453608247423,1,5,0.6875,0.5789473684210527,0.6285714285714286,0.653140718210045,0.6578947368421053,0.682825484764543,0.31980107453341566,0.5789473684210527,0.2631578947368421
ReLink,Apache,RandomForest,194,26,0.4948453608247423,1,5,0.6666666666666666,0.8421052631578947,0.7441860465116279,0.6982367979695578,0.7105263157894737,0.7673130193905817,0.4364357804719848,0.8421052631578947,0.42105263157894735
ReLink,Apache,KNN,194,26,0.4948453608247423,1,5,0.6153846153846154,0.8421052631578947,0.7111111111111111,0.631578947368421,0.6578947368421053,0.7174515235457064,0.3396831102433787,0.8421052631578947,0.5263157894736842
